Date,Material_ID,Material_Name,Raw_Material_Stock,Finished_Goods_Stock,Inventory_Turnover_Ratio,Lead_Time_Days,Supplier_Name,Supplier_Rating,Purchase_Quantity,Consumption_Quantity,Order_ID,Promised_Delivery_Date,Actual_Delivery_Date,Reorder_Level,Delivery_Type
2025-01-12,MAT001,Steel,8472,3023,6.9,18,Gonzalez-Sullivan,2,1925,1534,ORD67586,2025-01-24,2025-01-23,756,Outbound
2024-06-30,MAT008,Carbon Fiber,8942,1791,11.71,11,Graves Inc,1,4772,4247,ORD44769,2024-07-12,2024-07-10,1617,Inbound
2024-06-23,MAT005,Rubber,9769,1070,10.29,16,Long-Baker,3,2174,1558,ORD38990,2024-06-28,2024-06-30,607,Outbound
2025-03-09,MAT007,Wood,1512,1749,4.43,13,Fletcher-Cross,2,2939,2580,ORD65185,2025-03-21,2025-03-21,1086,Inbound
2023-08-13,MAT004,Copper,8841,3259,6.86,9,Vasquez Inc,5,1492,1226,ORD99882,2023-08-25,2023-08-26,757,Outbound
2022-07-10,MAT004,Copper,9943,4875,5.69,14,Morris Ltd,3,4010,3645,ORD66518,2022-07-22,2022-07-20,891,Inbound
2025-04-27,MAT006,Glass,5210,2751,11.32,14,"Martinez, Russo and Moran",2,4245,3070,ORD93914,2025-05-03,2025-05-02,1164,Inbound
2023-10-15,MAT005,Rubber,7262,2265,10.5,15,Williams-Foley,4,2200,1854,ORD89164,2023-10-26,2023-10-25,1254,Inbound
2024-12-08,MAT006,Glass,9052,2521,4.4,5,"Mcdonald, Greene and Hartman",2,3689,3183,ORD88078,2024-12-13,2024-12-12,1814,Inbound
2024-08-18,MAT005,Rubber,9973,3135,8.42,6,Cox-Bates,5,1118,906,ORD91226,2024-08-27,2024-08-26,1762,Inbound
2022-08-14,MAT007,Wood,4022,4392,8.99,8,Pearson Ltd,3,2702,2063,ORD42077,2022-08-20,2022-08-19,1949,Inbound
2023-06-25,MAT005,Rubber,3189,2448,9.12,14,Calhoun-Anderson,4,4119,3342,ORD63133,2023-06-30,2023-07-01,1226,Inbound
2025-01-12,MAT004,Copper,1542,960,5.56,16,"Bates, Turner and Logan",3,3205,2607,ORD38309,2025-01-24,2025-01-23,848,Outbound
2024-10-20,MAT005,Rubber,8644,1528,7.31,9,Jones LLC,2,2215,1779,ORD89794,2024-11-02,2024-10-31,1982,Inbound
2022-10-30,MAT0010,Fabric,5664,4890,11.11,17,Holmes and Sons,2,2045,1537,ORD31608,2022-11-13,2022-11-14,1678,Inbound
2024-04-14,MAT001,Steel,9931,2677,7.77,15,"Aguirre, Williamson and Jones",4,3507,2632,ORD69502,2024-04-25,2024-04-25,1463,Outbound
2024-12-08,MAT006,Glass,8114,1231,8.53,18,Brown and Sons,5,1287,1171,ORD98724,2024-12-21,2024-12-21,1978,Outbound
2022-11-20,MAT004,Copper,7303,4561,5.61,8,Roberson PLC,4,4675,4251,ORD26724,2022-11-25,2022-11-24,1508,Outbound
2023-04-16,MAT004,Copper,8936,4144,7.2,7,"Watkins, Sullivan and Duran",5,3096,2564,ORD79020,2023-04-25,2023-04-25,1264,Outbound
2025-01-12,MAT008,Carbon Fiber,9164,4524,10.38,18,Torres-Nelson,1,3496,2829,ORD38073,2025-01-23,2025-01-24,719,Inbound
2023-06-25,MAT0010,Fabric,3222,1444,4.27,15,Walsh PLC,5,1485,1298,ORD06518,2023-07-02,2023-07-04,1692,Outbound
2022-12-04,MAT004,Copper,4580,1013,8.21,17,"Allen, Dean and Miles",2,3243,3074,ORD20700,2022-12-17,2022-12-18,1917,Outbound
2024-12-08,MAT007,Wood,6633,4194,7.91,12,"Harrison, Cook and Smith",1,3096,2899,ORD38446,2024-12-20,2024-12-18,899,Outbound
2023-06-04,MAT002,Plastic,4949,3707,6.38,10,Juarez-Hernandez,5,4250,3576,ORD14707,2023-06-11,2023-06-13,816,Inbound
2024-01-07,MAT005,Rubber,6358,2147,10.8,12,Gibson and Sons,4,1209,1074,ORD21776,2024-01-13,2024-01-11,1713,Outbound
2023-03-05,MAT007,Wood,2579,4760,9.63,16,"Stark, Morris and Thomas",1,2623,1857,ORD93691,2023-03-13,2023-03-12,1397,Inbound
2024-01-21,MAT009,Resin,2332,3815,11.23,5,Evans LLC,4,3841,2785,ORD32719,2024-01-28,2024-01-29,1359,Inbound
2022-10-30,MAT001,Steel,7029,4556,11.05,17,Roth Group,1,2467,2071,ORD25801,2022-11-11,2022-11-13,710,Inbound
2024-05-12,MAT0010,Fabric,8063,2641,10.76,10,Hurst-Garcia,1,3067,2669,ORD52961,2024-05-19,2024-05-19,1968,Outbound
2022-08-28,MAT008,Carbon Fiber,1153,4363,10.14,11,Hernandez-Hurst,3,1852,1611,ORD57783,2022-09-11,2022-09-10,983,Inbound
2022-08-21,MAT008,Carbon Fiber,7146,2253,11.09,5,Bowen PLC,3,2876,2180,ORD02890,2022-08-30,2022-09-01,1760,Inbound
2025-01-26,MAT004,Copper,7880,2704,9.23,16,Thompson-Bell,3,1625,1494,ORD56066,2025-02-06,2025-02-08,1034,Outbound
2023-02-19,MAT005,Rubber,9838,4728,4.78,19,Bernard Group,2,4678,4035,ORD43255,2023-03-02,2023-03-02,1124,Outbound
2023-07-02,MAT007,Wood,6188,2842,5.63,14,"Harris, Mclean and Collins",1,1823,1706,ORD58456,2023-07-10,2023-07-10,740,Inbound
2022-08-07,MAT008,Carbon Fiber,5693,1732,7.54,14,Ruiz Group,3,4797,3911,ORD53902,2022-08-14,2022-08-16,1175,Outbound
2022-05-08,MAT005,Rubber,5898,4354,10.93,9,Larson PLC,1,4003,3460,ORD09696,2022-05-20,2022-05-22,1591,Inbound
2024-04-07,MAT003,Aluminum,7276,4570,9.66,15,Munoz Group,2,4890,3851,ORD58675,2024-04-17,2024-04-18,1008,Inbound
2025-03-23,MAT005,Rubber,3930,4438,5.98,13,Carter-Smith,5,1465,1259,ORD48789,2025-04-04,2025-04-02,928,Outbound
2024-02-04,MAT004,Copper,8133,654,11.87,7,Fernandez Inc,2,2159,1550,ORD61320,2024-02-13,2024-02-15,1837,Inbound
2024-07-21,MAT004,Copper,4220,983,6.52,6,Hansen-Rodriguez,5,4871,3649,ORD04062,2024-08-03,2024-08-05,1183,Outbound
2023-02-12,MAT005,Rubber,1744,3396,9.86,13,"Mejia, Turner and Floyd",3,3997,3729,ORD24308,2023-02-24,2023-02-22,527,Inbound
2024-07-14,MAT002,Plastic,7186,4017,6.12,7,Sanchez and Sons,4,3528,2626,ORD08244,2024-07-27,2024-07-28,1816,Inbound
2024-06-09,MAT004,Copper,3654,3254,8.05,9,Williams LLC,5,4367,3636,ORD02262,2024-06-15,2024-06-14,1469,Outbound
2023-03-19,MAT006,Glass,7773,4865,10.31,15,"Franco, Anderson and Freeman",4,3024,2217,ORD56502,2023-04-01,2023-04-02,1693,Outbound
2022-12-18,MAT003,Aluminum,4307,2383,11.02,6,Rose-Cox,4,3131,2644,ORD11797,2022-12-29,2022-12-28,798,Outbound
2025-03-16,MAT001,Steel,3414,4412,6.4,10,"Chung, Davis and Hicks",3,3807,2924,ORD31426,2025-03-22,2025-03-22,1766,Outbound
2024-07-28,MAT004,Copper,8366,3970,9.06,9,Cole LLC,2,4177,3659,ORD17518,2024-08-11,2024-08-11,1171,Outbound
2023-09-17,MAT004,Copper,7191,1995,5.76,16,Johnson-Watson,3,1046,836,ORD97287,2023-09-29,2023-09-30,1738,Outbound
2023-09-17,MAT003,Aluminum,8362,3120,11.89,13,Espinoza Group,4,3819,3598,ORD08887,2023-09-28,2023-09-29,1611,Outbound
2023-01-01,MAT008,Carbon Fiber,4810,1001,6.78,12,Johnson Ltd,2,4399,3249,ORD46364,2023-01-14,2023-01-14,544,Inbound
2024-04-21,MAT006,Glass,3013,1034,4.62,8,"Alexander, Washington and Mendez",5,4589,4097,ORD01320,2024-05-02,2024-05-04,1612,Outbound
2022-06-05,MAT009,Resin,9081,665,5.95,9,"Freeman, Moore and Wilson",1,3673,3314,ORD99955,2022-06-17,2022-06-16,1972,Inbound
2024-10-06,MAT003,Aluminum,3435,814,9.54,13,Farrell and Sons,2,3139,2701,ORD52822,2024-10-14,2024-10-13,1969,Outbound
2024-12-22,MAT007,Wood,8316,655,7.91,18,King-Sanchez,5,2399,2052,ORD57660,2025-01-01,2025-01-03,934,Inbound
2024-08-11,MAT003,Aluminum,6738,1216,11.29,14,"Hernandez, Hodges and Hunt",4,2444,1852,ORD33099,2024-08-20,2024-08-22,841,Outbound
2024-05-12,MAT001,Steel,9053,533,11.36,15,Hernandez-Monroe,2,1982,1743,ORD80971,2024-05-26,2024-05-24,1616,Outbound
2024-03-10,MAT0010,Fabric,3403,1072,7.14,15,Burke Inc,2,4511,4103,ORD38926,2024-03-21,2024-03-21,792,Inbound
2023-08-20,MAT003,Aluminum,3847,1386,4.04,14,"Webb, Tapia and Gardner",1,2456,2141,ORD67771,2023-09-01,2023-09-01,1521,Inbound
2024-11-10,MAT003,Aluminum,5858,2321,5.87,19,Roberts LLC,5,3010,2813,ORD94939,2024-11-24,2024-11-23,1094,Inbound
2022-07-24,MAT006,Glass,7729,4714,7.88,12,Dickerson-Jenkins,1,2029,1918,ORD07086,2022-08-02,2022-08-04,1497,Outbound
2024-03-03,MAT006,Glass,9163,2151,9.14,9,"Ramos, Lambert and Henderson",5,1807,1672,ORD98576,2024-03-15,2024-03-14,1368,Inbound
2022-05-15,MAT006,Glass,4721,1135,9.81,15,Savage-Hancock,4,3115,2532,ORD14878,2022-05-25,2022-05-25,900,Inbound
2024-12-29,MAT006,Glass,8207,2905,10.03,15,"Mccullough, Moses and Rivera",5,1877,1633,ORD66414,2025-01-06,2025-01-06,773,Outbound
2024-08-04,MAT0010,Fabric,6529,4978,9.62,6,Andrews Inc,5,1101,770,ORD38343,2024-08-14,2024-08-15,990,Inbound
2023-03-05,MAT0010,Fabric,7502,1269,8.43,10,"Perez, Terry and Allen",5,3654,3104,ORD77759,2023-03-13,2023-03-14,1762,Inbound
2024-10-20,MAT004,Copper,7398,712,8.89,17,Richardson PLC,4,1970,1780,ORD82864,2024-10-31,2024-11-02,1314,Outbound
2022-08-14,MAT007,Wood,9337,1248,6.87,5,"Edwards, Jones and Medina",5,3952,3415,ORD50177,2022-08-25,2022-08-23,1067,Inbound
2022-10-09,MAT008,Carbon Fiber,8599,4744,5.85,12,Johnson-James,2,4130,3865,ORD55996,2022-10-23,2022-10-21,1933,Inbound
2025-02-16,MAT002,Plastic,3906,1152,10.39,13,George-Butler,5,4627,3820,ORD60851,2025-02-22,2025-02-22,687,Inbound
2022-05-01,MAT008,Carbon Fiber,1199,2874,8.89,6,Davidson-Washington,1,2141,1857,ORD43769,2022-05-14,2022-05-16,1792,Outbound
2024-03-31,MAT008,Carbon Fiber,2631,4205,4.81,14,Patrick PLC,2,2549,2210,ORD63098,2024-04-08,2024-04-06,1093,Inbound
2023-01-29,MAT0010,Fabric,4677,4321,6.56,10,Ramirez Group,3,2333,2013,ORD44330,2023-02-06,2023-02-08,1943,Outbound
2023-01-22,MAT009,Resin,3373,1736,11.06,13,Guerra-Powell,3,2353,1755,ORD31330,2023-02-01,2023-02-03,1333,Inbound
2024-09-08,MAT004,Copper,3786,2414,10.01,12,Mercer-Barnes,3,1555,1246,ORD57798,2024-09-21,2024-09-21,1763,Inbound
2024-02-11,MAT004,Copper,8204,2913,11.29,6,Fitzgerald-Hester,1,2577,1996,ORD03683,2024-02-20,2024-02-19,896,Outbound
2024-04-28,MAT005,Rubber,9879,4803,11.7,9,"Powers, Hall and Hartman",2,2447,1969,ORD23667,2024-05-04,2024-05-06,1604,Outbound
2023-12-24,MAT006,Glass,7113,523,7.39,8,Hudson-Anderson,1,4153,3472,ORD73631,2024-01-04,2024-01-02,818,Inbound
2024-09-08,MAT007,Wood,9799,3253,10.28,8,Pham PLC,5,2589,2031,ORD65664,2024-09-18,2024-09-16,837,Inbound
2023-04-09,MAT005,Rubber,4903,4666,9.06,19,Gonzales-Ortiz,2,2620,2463,ORD51358,2023-04-20,2023-04-19,1818,Inbound
2024-10-06,MAT008,Carbon Fiber,1978,1728,4.36,7,Carlson Group,4,4435,4177,ORD44594,2024-10-16,2024-10-14,540,Outbound
2022-11-06,MAT001,Steel,8035,4068,8.38,16,"Rojas, Hall and Singh",5,1293,1027,ORD60258,2022-11-15,2022-11-13,1313,Outbound
2024-02-18,MAT003,Aluminum,9837,3040,8.69,5,Jacobs LLC,4,2488,2218,ORD32323,2024-02-27,2024-02-27,1304,Outbound
2022-10-23,MAT0010,Fabric,8196,3453,5.79,18,Ryan and Sons,1,2765,1969,ORD66248,2022-11-02,2022-11-02,1824,Outbound
2024-06-09,MAT002,Plastic,9796,2530,7.82,14,Adkins Inc,1,3185,2710,ORD02405,2024-06-14,2024-06-13,507,Inbound
2023-10-01,MAT0010,Fabric,7938,1902,4.41,19,"Shaw, Wells and Frederick",2,1457,1329,ORD10284,2023-10-07,2023-10-05,1053,Outbound
2022-07-03,MAT008,Carbon Fiber,8801,2200,6.26,5,Jimenez and Sons,1,2680,2290,ORD37605,2022-07-17,2022-07-15,1191,Outbound
2024-11-03,MAT004,Copper,9253,3988,9.48,19,Smith-Mays,2,2020,1873,ORD57145,2024-11-17,2024-11-16,864,Outbound
2025-01-12,MAT007,Wood,7824,4233,9.21,19,Carlson-Diaz,2,1811,1555,ORD40281,2025-01-26,2025-01-26,1376,Outbound
2024-02-11,MAT002,Plastic,8062,2932,8.88,11,Miller-Reynolds,3,2358,2019,ORD47135,2024-02-21,2024-02-19,1338,Inbound
2025-01-05,MAT003,Aluminum,3453,1829,8.62,15,"Johnson, Brown and Craig",4,3226,2411,ORD64447,2025-01-17,2025-01-16,800,Outbound
2025-03-23,MAT008,Carbon Fiber,4300,4356,7.15,7,Quinn-Wright,2,4346,3914,ORD22881,2025-04-06,2025-04-05,709,Inbound
2022-12-11,MAT0010,Fabric,8648,3862,4.23,8,"Williams, Meyers and Potter",2,2790,2148,ORD96570,2022-12-17,2022-12-19,1036,Inbound
2024-08-18,MAT005,Rubber,7934,587,10.65,15,"Bush, Johnston and Mitchell",5,1764,1266,ORD68425,2024-08-25,2024-08-25,1975,Outbound
2024-11-10,MAT004,Copper,5983,1080,6.61,6,Krause Ltd,5,4300,3096,ORD06363,2024-11-22,2024-11-21,1521,Outbound
2022-08-07,MAT005,Rubber,8468,3161,10.25,5,Graham-Gibson,2,4652,3766,ORD90151,2022-08-14,2022-08-13,857,Inbound
2022-10-30,MAT006,Glass,4962,3851,5.73,7,"Foley, Holland and Mcbride",2,3799,3003,ORD45572,2022-11-04,2022-11-04,1338,Inbound
2023-03-26,MAT0010,Fabric,2190,3437,4.17,13,Morgan Ltd,3,1938,1422,ORD26508,2023-04-02,2023-04-04,826,Inbound
2022-05-29,MAT007,Wood,5574,4211,6.65,8,Kelly-Herman,1,4475,3584,ORD58745,2022-06-11,2022-06-12,890,Inbound
2024-06-30,MAT001,Steel,2255,4823,5.97,17,Vance Ltd,5,2602,2019,ORD66237,2024-07-07,2024-07-07,539,Inbound
2023-04-09,MAT009,Resin,5016,853,4.31,19,"Rivas, Ramirez and Robbins",5,4747,4084,ORD90276,2023-04-18,2023-04-19,940,Inbound
2023-08-13,MAT002,Plastic,2987,1726,11.22,15,Harris-Campbell,3,4718,3833,ORD88273,2023-08-22,2023-08-23,639,Inbound
2023-01-01,MAT003,Aluminum,5280,3497,11.31,18,"Morris, Fields and Olsen",3,4779,3930,ORD57008,2023-01-07,2023-01-08,923,Outbound
2023-01-22,MAT001,Steel,8881,4778,4.48,17,"Nolan, Sellers and Black",5,4635,3920,ORD36235,2023-01-27,2023-01-29,1654,Outbound
2022-12-25,MAT008,Carbon Fiber,3696,2043,11.29,17,"Carter, Rogers and Bass",2,4353,3696,ORD03594,2023-01-06,2023-01-04,854,Inbound
2022-06-12,MAT009,Resin,1018,3422,11.84,11,"Robbins, Zavala and Davis",2,2840,2671,ORD92229,2022-06-19,2022-06-21,558,Outbound
2024-12-08,MAT004,Copper,7143,895,10.58,11,Parker Ltd,1,3897,2829,ORD64765,2024-12-21,2024-12-23,1591,Inbound
2022-10-02,MAT003,Aluminum,7907,3125,8.23,11,"Morris, Chavez and Thomas",2,2144,1825,ORD19751,2022-10-14,2022-10-12,1852,Outbound
2022-09-04,MAT0010,Fabric,2216,4267,4.74,7,Cunningham-Ibarra,1,2612,2134,ORD35591,2022-09-16,2022-09-14,1609,Inbound
2022-11-13,MAT007,Wood,6138,1278,7.11,15,"Baldwin, Robinson and Alexander",2,2553,2222,ORD51557,2022-11-23,2022-11-21,1404,Outbound
2024-10-27,MAT008,Carbon Fiber,6044,2808,7.56,10,Mitchell Inc,2,2878,2263,ORD61637,2024-11-03,2024-11-04,1854,Outbound
2023-05-07,MAT004,Copper,6146,2805,7.86,15,Henderson Ltd,1,3322,2955,ORD59564,2023-05-21,2023-05-19,1289,Inbound
2024-05-26,MAT006,Glass,6354,2043,11.23,5,"Freeman, Garcia and Gomez",1,1929,1538,ORD46470,2024-06-04,2024-06-02,1759,Inbound
2025-02-02,MAT005,Rubber,4450,3109,10.05,19,Kemp-Cummings,2,1173,1012,ORD52564,2025-02-16,2025-02-15,1702,Outbound
2022-07-31,MAT005,Rubber,8408,3381,5.03,8,"Jones, Whitaker and Beltran",5,3639,3210,ORD31720,2022-08-12,2022-08-13,1390,Inbound
2024-09-01,MAT003,Aluminum,7644,3831,6.97,5,Young-Freeman,3,1866,1588,ORD02273,2024-09-07,2024-09-07,910,Outbound
2022-06-19,MAT004,Copper,6220,3231,9.22,19,Giles-Wright,3,1868,1402,ORD28318,2022-06-27,2022-06-26,757,Inbound
2024-06-16,MAT006,Glass,3479,3906,11.38,8,"Tran, Spears and Ward",2,1259,1151,ORD15544,2024-06-28,2024-06-29,859,Outbound
2022-06-19,MAT002,Plastic,5639,3881,9.37,11,"Morales, Harris and Jordan",2,1020,763,ORD63460,2022-06-29,2022-07-01,722,Outbound
2023-09-03,MAT005,Rubber,4003,969,6.44,15,Santos-Torres,2,2955,2634,ORD84216,2023-09-13,2023-09-14,1624,Inbound
2025-04-13,MAT008,Carbon Fiber,3164,1170,11.87,7,Sharp PLC,4,1136,937,ORD13511,2025-04-25,2025-04-26,1211,Outbound
2022-08-14,MAT003,Aluminum,8759,4246,8.3,8,Johnson-Jimenez,2,3371,2863,ORD85067,2022-08-19,2022-08-20,1083,Outbound
2024-07-28,MAT006,Glass,9614,1932,11.13,12,Holloway and Sons,3,3040,2831,ORD69120,2024-08-08,2024-08-08,1715,Inbound
2022-05-22,MAT009,Resin,4226,852,6.71,18,Brooks-Carrillo,4,2315,2174,ORD34678,2022-06-04,2022-06-04,1547,Outbound
2024-04-21,MAT005,Rubber,4895,1808,5.13,7,Carter-Acosta,1,3253,2461,ORD23586,2024-05-02,2024-05-02,1643,Outbound
2023-07-02,MAT008,Carbon Fiber,2209,1387,4.01,15,Garrison-Fox,1,1197,1119,ORD27681,2023-07-11,2023-07-09,1564,Inbound
2024-10-13,MAT002,Plastic,9145,4479,7.58,19,Lee PLC,1,2167,1769,ORD45442,2024-10-21,2024-10-21,1292,Outbound
2024-05-12,MAT002,Plastic,3370,2316,4.21,19,Williams Group,5,3406,2416,ORD16678,2024-05-18,2024-05-18,622,Outbound
2022-10-02,MAT009,Resin,7882,1118,9.46,11,Henry-Wilson,3,4299,3280,ORD43227,2022-10-09,2022-10-08,1176,Outbound
2024-08-18,MAT001,Steel,3635,2211,6.26,7,Hale and Sons,5,3910,3447,ORD84946,2024-08-29,2024-08-29,1641,Outbound
2022-10-09,MAT008,Carbon Fiber,3989,2387,11.93,8,Barajas-Bender,3,2622,2390,ORD99622,2022-10-15,2022-10-13,1492,Inbound
2024-01-21,MAT0010,Fabric,5433,596,11.92,6,"Frye, Tran and Holmes",5,1987,1575,ORD05777,2024-02-01,2024-01-31,1686,Inbound
2023-01-15,MAT006,Glass,3445,4543,5.2,11,Holmes Group,2,1254,1147,ORD19656,2023-01-25,2023-01-25,1888,Inbound
2023-01-22,MAT006,Glass,5639,1241,7.91,16,Bowman-Conrad,3,2790,2521,ORD43497,2023-01-28,2023-01-30,1633,Outbound
2024-07-21,MAT0010,Fabric,7438,3290,10.06,17,Roberts-Martinez,4,1485,1138,ORD51494,2024-07-30,2024-07-29,640,Inbound
2022-07-03,MAT001,Steel,2605,3625,11.51,8,Miller Ltd,4,4685,4217,ORD92908,2022-07-08,2022-07-08,1422,Outbound
2022-10-09,MAT002,Plastic,3797,2004,10.87,5,Hurley-Hall,1,2027,1607,ORD54531,2022-10-21,2022-10-23,1502,Inbound
2022-09-11,MAT0010,Fabric,2404,1803,10.59,18,Davis-Fox,2,4826,3902,ORD69168,2022-09-22,2022-09-23,1282,Outbound
2023-10-15,MAT006,Glass,4522,2353,10.9,17,Baker LLC,5,4620,3987,ORD96744,2023-10-21,2023-10-23,1840,Inbound
2025-04-20,MAT007,Wood,9202,3145,5.44,8,Garcia-Adams,5,3797,3543,ORD12667,2025-05-01,2025-05-01,704,Outbound
2024-08-11,MAT007,Wood,2491,1038,7.99,12,Gilbert LLC,1,4722,3950,ORD31029,2024-08-21,2024-08-21,645,Inbound
2023-10-22,MAT002,Plastic,2731,4489,5.9,15,Martin Group,3,1629,1259,ORD64507,2023-10-29,2023-10-27,865,Inbound
2023-03-12,MAT001,Steel,7034,1950,8.62,13,"Peterson, Tapia and Johnson",5,4164,2953,ORD30561,2023-03-26,2023-03-28,1837,Inbound
2023-04-23,MAT006,Glass,6811,2640,9.55,14,Chapman Ltd,4,4608,3462,ORD72632,2023-05-07,2023-05-06,774,Outbound
2024-09-08,MAT006,Glass,3738,3760,11.99,9,Mendez and Sons,3,4351,3169,ORD26916,2024-09-14,2024-09-15,755,Outbound
2023-12-10,MAT001,Steel,9153,2387,10.3,15,Park-Hill,3,3663,2927,ORD59837,2023-12-20,2023-12-18,1190,Outbound
2024-12-08,MAT0010,Fabric,6620,1465,6.69,8,Deleon-Dominguez,3,4594,3687,ORD88961,2024-12-14,2024-12-13,1539,Outbound
2023-05-07,MAT009,Resin,5847,4483,7.26,13,Edwards-Alexander,3,4839,3431,ORD84632,2023-05-15,2023-05-14,1625,Inbound
2024-04-21,MAT009,Resin,8941,3012,9.53,12,Phelps-Howard,2,3449,3245,ORD10770,2024-05-05,2024-05-05,1248,Outbound
2024-12-29,MAT0010,Fabric,6647,3261,11.62,8,Richardson Group,1,3557,3120,ORD72040,2025-01-06,2025-01-08,1427,Inbound
2024-08-18,MAT009,Resin,8285,1958,6.97,16,"Bauer, Molina and Nichols",4,4937,3725,ORD92076,2024-08-31,2024-08-29,1421,Inbound
2024-07-07,MAT003,Aluminum,2097,4089,7.26,14,Hicks-Mendez,3,3585,2547,ORD16790,2024-07-15,2024-07-15,848,Inbound
2022-06-19,MAT009,Resin,2898,1907,10.6,18,Russell-Ferguson,4,3136,2298,ORD50151,2022-07-01,2022-06-30,894,Outbound
2023-12-17,MAT003,Aluminum,3534,3544,7.56,12,Watson Ltd,1,4404,3666,ORD37750,2023-12-25,2023-12-27,1529,Inbound
2023-07-30,MAT004,Copper,4665,4959,11.95,7,Mckinney-Watson,4,3911,2983,ORD75200,2023-08-13,2023-08-13,1377,Outbound
2022-06-26,MAT007,Wood,6447,4404,7.64,14,"Meyers, Mason and Harris",4,1738,1379,ORD35602,2022-07-02,2022-07-03,1007,Inbound
2024-08-25,MAT009,Resin,5074,1554,7.75,14,"Gardner, Washington and Richardson",3,1068,854,ORD12871,2024-09-04,2024-09-04,1341,Inbound
2023-11-19,MAT004,Copper,1592,4105,10.02,8,Matthews and Sons,1,4996,4665,ORD03603,2023-12-01,2023-12-03,1668,Inbound
2022-06-26,MAT005,Rubber,1389,3431,8.0,13,Blackwell Inc,2,1473,1311,ORD13029,2022-07-09,2022-07-07,1430,Inbound
2023-08-27,MAT006,Glass,2013,2548,6.34,18,Green and Sons,1,1531,1323,ORD42771,2023-09-09,2023-09-09,914,Inbound
2023-05-14,MAT006,Glass,8118,3933,5.42,17,Thomas Inc,4,2262,1872,ORD49176,2023-05-25,2023-05-25,1477,Outbound
2024-09-15,MAT009,Resin,3280,2664,9.32,14,Payne Ltd,2,3653,3128,ORD62130,2024-09-23,2024-09-22,962,Inbound
2024-07-28,MAT004,Copper,6898,3153,7.57,18,"Arnold, Brown and Singh",2,4972,3688,ORD85672,2024-08-11,2024-08-11,889,Outbound
2025-02-16,MAT006,Glass,6566,3897,11.22,6,Holland-Irwin,1,2451,1717,ORD00731,2025-02-25,2025-02-24,1385,Outbound
2023-03-26,MAT008,Carbon Fiber,6179,3583,4.94,17,"Perry, Vincent and Esparza",3,1761,1340,ORD36360,2023-04-08,2023-04-06,1557,Outbound
2024-02-25,MAT0010,Fabric,3378,2291,6.29,6,Larsen-Thornton,1,3679,2907,ORD05205,2024-03-07,2024-03-07,1489,Outbound
2023-07-09,MAT008,Carbon Fiber,7152,2222,6.41,5,Marquez-Young,4,3268,2808,ORD07042,2023-07-22,2023-07-20,1852,Outbound
2025-01-05,MAT006,Glass,9082,3733,10.4,17,"Ferrell, Jackson and Carroll",3,4552,3665,ORD49794,2025-01-17,2025-01-16,650,Inbound
2023-12-10,MAT009,Resin,1667,2560,7.19,13,Williams-Williams,1,3609,3365,ORD50133,2023-12-15,2023-12-16,1714,Outbound
2024-12-08,MAT009,Resin,5817,3423,7.93,6,Morris Group,2,4272,3819,ORD26927,2024-12-18,2024-12-17,753,Outbound
2022-10-30,MAT008,Carbon Fiber,4022,1693,11.33,17,Nicholson-Cook,2,1192,920,ORD84844,2022-11-13,2022-11-11,1089,Inbound
2022-06-05,MAT006,Glass,4699,1563,6.08,19,Conley-Ware,2,4358,3453,ORD02216,2022-06-15,2022-06-17,1588,Outbound
2024-12-01,MAT003,Aluminum,8765,3352,7.76,18,Franklin-Morales,4,4440,3887,ORD85395,2024-12-13,2024-12-13,1141,Inbound
2022-05-22,MAT002,Plastic,8219,4240,5.49,15,Gomez PLC,4,4680,3407,ORD97484,2022-05-28,2022-05-26,1104,Outbound
2024-09-08,MAT002,Plastic,7694,3733,10.97,12,"Stewart, Cole and Thompson",4,1782,1609,ORD29455,2024-09-17,2024-09-19,840,Outbound
2024-10-27,MAT005,Rubber,9002,971,9.93,10,Peters-Huynh,3,4307,3967,ORD48895,2024-11-07,2024-11-08,920,Inbound
2024-09-29,MAT008,Carbon Fiber,1201,2635,9.5,14,Goodwin-Carter,4,2425,1767,ORD89440,2024-10-08,2024-10-08,944,Inbound
2022-11-27,MAT006,Glass,8036,767,4.89,13,Ortiz-Ferguson,4,2477,1948,ORD84711,2022-12-09,2022-12-11,1085,Outbound
2025-04-06,MAT008,Carbon Fiber,5449,2576,7.56,18,Carson PLC,5,4542,3561,ORD82308,2025-04-18,2025-04-18,744,Inbound
2024-06-16,MAT003,Aluminum,5274,4926,6.75,17,Joseph-Vega,5,3655,3055,ORD20713,2024-06-29,2024-06-27,1508,Outbound
2024-12-29,MAT004,Copper,8826,1924,6.6,14,Hudson PLC,4,1264,898,ORD40253,2025-01-09,2025-01-08,1683,Inbound
2022-08-21,MAT003,Aluminum,8578,2575,6.09,6,"Marshall, Odonnell and Snyder",3,1476,1055,ORD53342,2022-08-30,2022-08-28,1996,Outbound
2022-10-30,MAT0010,Fabric,9503,3947,8.6,18,Ho-Weaver,2,3861,3649,ORD03125,2022-11-07,2022-11-08,651,Outbound
2025-04-13,MAT006,Glass,7595,4212,9.72,11,Burgess and Sons,3,2931,2689,ORD56654,2025-04-22,2025-04-24,1191,Inbound
2024-08-11,MAT003,Aluminum,9813,4842,4.4,11,Lamb-White,4,3959,3457,ORD22938,2024-08-16,2024-08-17,1377,Outbound
