Date,Product_ID,Product_Name,COGM,Product_Profit,Product_Loss,ROI (%),Equipment_ID,Department_Name,Department_Cost,Budget,Actual_Spend,Working_Capital,Cash_Flow_Amount,Risk_Level
2023-10-01,P003,Widget_C,446239,51245,4608,17.71,EQ5929,Quality,338058,394838.79,327459.02,990735,164468,Low
2023-04-01,P005,Widget_E,415418,62248,3454,6.18,EQ1949,Logistics,306500,353952.57,292585.5,599895,91115,Low
2023-03-01,P001,Widget_A,437389,47038,4038,8.41,EQ0766,Logistics,350704,371028.46,350265.8,921794,152746,High
2023-12-01,P001,Widget_A,373478,47363,4521,7.37,EQ9968,Manufacturing,279944,322764.98,281461.35,588769,193314,Low
2025-05-01,P001,Widget_A,447406,33200,822,10.01,EQ5868,Manufacturing,393703,452221.15,393155.96,651516,144599,Medium
2024-06-01,P004,Widget_D,262790,77593,4768,19.06,EQ5778,Manufacturing,278908,320673.64,259074.33,751374,82913,Low
2023-10-01,P002,Widget_B,498721,60764,1172,11.88,EQ7822,Manufacturing,233382,241770.65,227625.84,606485,77306,Low
2024-10-01,P002,Widget_B,480994,66582,1927,12.29,EQ2002,Logistics,203601,227668.04,199728.67,877115,118968,Low
2022-07-01,P003,Widget_C,149623,27166,1124,10.01,EQ3279,Assembly,348589,404679.15,380097.77,684445,116847,High
2024-06-01,P005,Widget_E,231283,20246,4399,17.78,EQ3531,Logistics,343965,395352.73,319632.14,908000,72253,Low
2025-02-01,P005,Widget_E,457419,82272,3803,12.19,EQ9716,Assembly,398807,406574.01,390464.98,740566,54118,Low
2023-10-01,P001,Widget_A,326741,42631,2504,10.63,EQ7694,Logistics,255877,279880.17,272490.59,461512,106069,Low
2025-04-01,P003,Widget_C,305248,46548,1449,5.09,EQ0821,Manufacturing,284007,328437.2,296569.55,676176,56795,Low
2022-11-01,P003,Widget_C,284164,89314,3607,14.22,EQ3984,Quality,277891,289781.69,291382.12,955373,164623,Medium
2024-06-01,P003,Widget_C,393935,53297,214,9.65,EQ6454,Logistics,365658,433079.19,365421.46,963153,150101,Low
2025-02-01,P005,Widget_E,485281,21315,549,18.66,EQ4860,Manufacturing,285814,341831.15,281221.55,851399,183409,High
2024-07-01,P001,Widget_A,365787,94708,535,7.45,EQ9016,Manufacturing,369833,398285.57,367814.45,554103,102695,Low
2023-09-01,P002,Widget_B,453095,35003,1172,8.79,EQ4737,Quality,226256,250546.81,246859.77,663446,187453,Medium
2024-11-01,P002,Widget_B,152406,93711,506,18.91,EQ0811,Manufacturing,391243,410819.28,381124.79,969048,116982,Medium
2022-05-01,P005,Widget_E,496781,81008,3595,11.09,EQ9273,Quality,398221,475998.22,419967.18,870298,104086,Medium
2022-12-01,P001,Widget_A,227698,92153,1454,15.7,EQ7414,Logistics,204212,237696.29,195984.6,409910,79758,Low
2022-06-01,P005,Widget_E,163966,30083,3539,6.51,EQ8830,Quality,254139,287610.16,255900.49,853343,149288,Medium
2024-07-01,P005,Widget_E,112825,77211,3559,16.39,EQ1993,Quality,238929,258931.69,228406.25,547627,109793,Low
2022-05-01,P004,Widget_D,147713,78546,1233,17.94,EQ4300,Quality,246312,248999.75,266601.52,565730,125290,Low
2025-03-01,P005,Widget_E,139144,29363,36,17.14,EQ2922,Manufacturing,211215,229688.81,227001.1,615803,195767,Medium
2024-09-01,P005,Widget_E,480648,84335,2677,10.69,EQ7077,Quality,271304,293363.38,276027.29,664803,171688,Low
2023-12-01,P001,Widget_A,404325,66075,793,15.72,EQ9440,Quality,294863,328137.16,278289.12,537742,142898,Medium
2022-05-01,P003,Widget_C,419472,37625,2349,11.67,EQ6053,Quality,388512,400817.58,373497.56,446721,192455,High
2025-05-01,P002,Widget_B,431283,65512,3592,13.98,EQ8953,Quality,331720,384747.4,312872.59,898997,62344,Low
2023-01-01,P001,Widget_A,150324,51035,2570,15.74,EQ4525,Manufacturing,258196,279396.38,234052.82,993744,115009,High
2024-07-01,P003,Widget_C,234611,59531,4357,16.7,EQ3305,Logistics,262611,283639.96,241655.32,510558,179559,Low
2022-06-01,P001,Widget_A,454726,81472,1265,10.8,EQ0780,Assembly,260572,296570.54,256967.93,987251,188141,Low
2024-03-01,P005,Widget_E,266689,33210,717,12.24,EQ9763,Manufacturing,367845,385032.62,332077.23,891388,61610,Low
2025-01-01,P003,Widget_C,480976,33953,1416,9.11,EQ7977,Quality,212517,217085.26,230898.07,531764,90836,Low
2023-03-01,P004,Widget_D,431115,26415,3942,18.86,EQ0557,Assembly,310595,319811.09,309815.44,776007,62413,Low
2023-10-01,P005,Widget_E,305244,44779,3363,16.49,EQ6324,Quality,325879,357787.43,314688.25,822581,72035,Medium
2023-02-01,P001,Widget_A,245902,44974,1582,7.25,EQ4750,Logistics,274868,291456.85,281873.88,864989,182147,Low
2025-05-01,P003,Widget_C,475471,33801,1976,8.25,EQ1665,Logistics,254945,263413.53,264612.1,655265,101919,Low
2025-05-01,P003,Widget_C,309901,44161,4849,10.75,EQ8436,Logistics,395195,399953.52,372951.06,404534,66357,High
2025-03-01,P003,Widget_C,240724,24994,4836,16.7,EQ0252,Assembly,311151,325891.93,283992.68,810212,103002,Medium
2023-02-01,P002,Widget_B,304534,65568,3362,18.75,EQ0026,Logistics,334115,349741.43,312658.26,881567,136882,High
2025-03-01,P003,Widget_C,441303,65769,700,10.32,EQ4416,Manufacturing,229858,267039.68,239998.56,869427,184668,Medium
2022-12-01,P005,Widget_E,247201,34932,4802,5.12,EQ4333,Assembly,291426,348970.24,303004.13,615214,126409,Low
2023-05-01,P001,Widget_A,253864,87180,2552,10.11,EQ1850,Logistics,231302,250597.72,210811.1,511418,173059,Low
2025-01-01,P001,Widget_A,387398,83106,1452,5.15,EQ7211,Logistics,364146,386201.41,351692.99,729362,77080,High
2025-02-01,P004,Widget_D,440550,35779,1395,7.51,EQ8051,Logistics,303494,304574.5,282135.74,934929,183907,Medium
2025-02-01,P001,Widget_A,256723,68317,4090,9.59,EQ6581,Assembly,336102,377847.67,344337.33,585197,175329,Medium
2024-03-01,P003,Widget_C,238678,72464,3604,8.8,EQ5081,Assembly,206394,215880.83,214243.33,536258,190068,Medium
2023-12-01,P003,Widget_C,467258,44470,3962,7.6,EQ3200,Logistics,305980,342934.03,287603.55,778072,192378,Medium
2023-08-01,P003,Widget_C,314490,66317,2549,8.24,EQ7242,Logistics,374500,398908.92,387641.48,556950,130567,High
2023-05-01,P003,Widget_C,255487,30837,3247,5.32,EQ8774,Logistics,309929,344706.49,306312.27,630883,161250,Medium
2023-06-01,P003,Widget_C,338342,35341,4031,19.77,EQ3313,Quality,361467,363379.96,325562.91,409679,88083,Low
2025-01-01,P004,Widget_D,316572,56241,4524,11.86,EQ2261,Manufacturing,327705,361184.45,313871.98,854481,198902,Medium
2022-06-01,P003,Widget_C,354115,97919,2731,15.79,EQ2018,Manufacturing,376395,434630.26,377243.15,422409,80047,High
2022-09-01,P002,Widget_B,299761,20701,4014,16.79,EQ4849,Assembly,257303,286969.18,271516.43,552885,152785,Medium
2024-07-01,P005,Widget_E,211272,59296,979,15.51,EQ6423,Quality,238631,254435.18,215091.51,489006,180217,Medium
2024-05-01,P002,Widget_B,255429,94818,4290,11.73,EQ1298,Assembly,283353,304420.96,309212.75,722708,148858,High
2022-08-01,P001,Widget_A,460748,76487,3823,19.75,EQ9412,Assembly,341220,366383.01,332462.4,490223,167472,Low
2022-05-01,P001,Widget_A,438140,64508,1137,7.99,EQ3528,Quality,363819,379779.24,381317.8,899437,91776,Medium
2024-03-01,P005,Widget_E,237939,36661,4925,9.91,EQ5494,Manufacturing,213413,255722.32,194928.66,889319,82223,Medium
2022-08-01,P001,Widget_A,378510,42521,3011,9.16,EQ5014,Assembly,233445,252725.15,245745.82,669496,170996,High
2024-06-01,P002,Widget_B,316760,99581,2149,11.21,EQ0177,Manufacturing,266610,305027.08,291258.27,827271,101922,Medium
2023-08-01,P005,Widget_E,383941,20803,4293,17.77,EQ9084,Manufacturing,383972,457257.95,382001.72,755929,103807,Medium
2022-09-01,P004,Widget_D,454932,59604,4392,8.56,EQ5967,Quality,253570,272923.68,274186.22,526309,193378,High
2022-06-01,P001,Widget_A,462120,41640,3890,16.76,EQ1108,Logistics,311746,345577.8,319412.07,946203,188412,Low
2022-05-01,P001,Widget_A,266476,25709,2006,5.0,EQ8178,Logistics,312126,342570.55,286583.74,533251,93925,Medium
2023-10-01,P005,Widget_E,406439,46870,1175,17.76,EQ7358,Manufacturing,276526,308743.97,292057.44,857902,168275,Low
2024-03-01,P003,Widget_C,373257,41762,263,8.55,EQ0785,Quality,223162,236638.7,233095.71,423082,180277,Low
2023-01-01,P004,Widget_D,102959,66791,2825,6.42,EQ5455,Assembly,332025,373946.52,362959.65,582923,179194,Low
2024-04-01,P002,Widget_B,326644,51380,4589,5.57,EQ2376,Logistics,365588,413232.0,382835.87,877586,128609,Medium
2023-08-01,P004,Widget_D,414663,76562,1780,12.25,EQ8654,Assembly,263187,274907.62,257724.15,891982,65304,Medium
2023-06-01,P001,Widget_A,388072,88818,2035,7.45,EQ9463,Assembly,235583,245559.33,235789.41,640822,56459,Low
2022-09-01,P004,Widget_D,491361,23702,4442,18.07,EQ3574,Manufacturing,393151,418879.45,430418.16,679538,164693,Low
2025-03-01,P002,Widget_B,151884,63183,2302,12.96,EQ4880,Quality,248437,270970.56,270585.79,495664,138291,Medium
2022-06-01,P004,Widget_D,334805,24501,2693,9.28,EQ9846,Assembly,243619,286827.42,220296.33,829420,148802,Low
2025-01-01,P003,Widget_C,465538,21975,803,14.77,EQ4478,Assembly,307961,317838.41,299633.11,570023,180694,Low
2022-05-01,P004,Widget_D,377906,28209,2132,11.26,EQ0081,Logistics,379800,410546.52,356305.75,443990,141655,Medium
2022-09-01,P005,Widget_E,477502,22941,2601,16.04,EQ3256,Assembly,356036,419018.16,365850.28,427762,185851,Medium
2025-04-01,P002,Widget_B,137752,56927,2809,14.61,EQ7725,Logistics,217728,251059.19,212352.03,638955,170523,Medium
2024-09-01,P002,Widget_B,379511,62564,3086,14.21,EQ5760,Manufacturing,395016,427035.58,421516.26,853943,196497,Low
2024-08-01,P004,Widget_D,498951,58279,4651,5.7,EQ7574,Quality,278193,306227.23,293779.88,527150,186596,Low
2025-04-01,P002,Widget_B,134258,68515,1567,15.93,EQ5472,Assembly,293926,306229.26,300096.84,724545,130358,Medium
2024-08-01,P001,Widget_A,472864,56337,3764,16.77,EQ6253,Assembly,398843,439893.69,417034.42,958378,195876,Low
2023-05-01,P002,Widget_B,211655,26060,3394,17.74,EQ9630,Assembly,396070,439662.13,395586.31,648453,120206,Low
2022-05-01,P002,Widget_B,147067,46707,640,14.43,EQ9659,Manufacturing,241151,260246.21,250590.79,695177,81376,Medium
2025-02-01,P005,Widget_E,252475,93923,1304,6.04,EQ5723,Logistics,259866,286725.42,271956.17,584883,131016,Low
2022-10-01,P002,Widget_B,486493,62870,4526,12.78,EQ4410,Logistics,333940,372773.66,304096.07,754742,76982,Medium
2024-07-01,P003,Widget_C,297676,85913,1933,13.63,EQ1116,Logistics,241762,282628.39,252032.6,682973,64521,Low
2023-12-01,P004,Widget_D,281095,89630,1389,12.78,EQ1691,Manufacturing,216922,243303.54,232866.71,401316,70424,Low
2022-07-01,P001,Widget_A,116383,26120,275,5.73,EQ8304,Assembly,295359,321477.55,268171.37,784967,86943,Low
2022-09-01,P002,Widget_B,275948,95468,1375,17.7,EQ8681,Assembly,348587,389973.64,324138.76,697139,76587,Low
2022-11-01,P001,Widget_A,312047,47600,3364,16.33,EQ8063,Quality,358946,400312.11,338761.33,958917,165359,Medium
2025-02-01,P003,Widget_C,104337,54296,2145,13.27,EQ4008,Quality,204080,224710.18,205288.23,922455,122266,Medium
2024-12-01,P001,Widget_A,350507,60385,874,5.76,EQ3188,Manufacturing,200343,231078.8,201578.31,874025,72650,Low
2023-01-01,P004,Widget_D,182637,82980,4737,9.41,EQ6749,Quality,358986,423741.13,353830.83,529323,112874,Medium
2023-06-01,P005,Widget_E,125449,28064,683,16.59,EQ7836,Logistics,250695,282090.53,259381.57,681983,51183,Low
2024-12-01,P002,Widget_B,255457,61350,2907,10.85,EQ8766,Manufacturing,232767,274964.7,244777.62,412711,138609,Low
2024-10-01,P002,Widget_B,406567,76075,3616,12.64,EQ6421,Manufacturing,265897,289572.18,247218.48,797979,163332,Low
2023-07-01,P002,Widget_B,407910,91288,927,12.73,EQ3934,Quality,326995,346617.92,355766.46,502062,186655,High
2023-02-01,P004,Widget_D,339819,48576,1544,16.42,EQ9552,Assembly,216431,232316.7,211599.87,632968,166409,Medium
2025-03-01,P002,Widget_B,225598,91321,4706,13.17,EQ6010,Logistics,244735,270883.83,234370.13,871493,86214,Low
2024-01-01,P001,Widget_A,394608,78912,278,17.79,EQ0248,Logistics,222788,224726.48,219965.54,661827,158685,Low
2023-08-01,P002,Widget_B,131100,86367,1608,14.87,EQ4521,Assembly,391531,408607.18,383695.9,523234,197203,Low
2025-02-01,P001,Widget_A,428763,99071,2199,10.52,EQ7963,Quality,388069,393043.75,411536.0,445737,55418,Medium
2024-01-01,P004,Widget_D,424288,34247,3168,10.75,EQ2909,Manufacturing,306741,362716.7,287991.61,851209,61231,Low
2024-09-01,P003,Widget_C,106514,65684,1134,19.94,EQ9473,Manufacturing,232492,271319.36,213624.4,703011,174807,Low
2025-02-01,P001,Widget_A,267794,90223,2885,16.04,EQ2600,Assembly,397681,415548.92,367407.24,436838,147715,Low
2022-11-01,P002,Widget_B,455125,83236,1815,15.23,EQ1072,Manufacturing,381388,436754.2,382372.44,520843,196679,Medium
2024-02-01,P003,Widget_C,104565,26404,1679,10.88,EQ1053,Quality,347709,383059.72,366493.58,817221,132254,Low
2024-12-01,P003,Widget_C,364369,99399,4861,17.81,EQ3394,Quality,351824,355221.08,375760.86,698914,80928,Low
2024-05-01,P002,Widget_B,249816,53723,784,17.05,EQ4827,Assembly,349618,380861.6,369172.96,540022,149580,Low
2025-02-01,P004,Widget_D,167806,36421,2764,5.52,EQ5029,Assembly,256158,284256.33,249478.29,596162,85929,Medium
2024-11-01,P002,Widget_B,274195,56601,4051,14.88,EQ2810,Logistics,348755,394848.71,362387.72,890598,63608,Medium
2023-10-01,P005,Widget_E,130194,85866,556,11.83,EQ6321,Logistics,392136,407258.72,384659.68,594225,164388,Low
2022-07-01,P002,Widget_B,235200,68158,2205,10.32,EQ0547,Assembly,321513,353768.46,316876.38,574134,126427,Low
2024-10-01,P004,Widget_D,417956,84244,4637,10.93,EQ1077,Logistics,346779,376802.62,321401.6,915247,92470,Medium
2022-09-01,P002,Widget_B,144419,60412,2414,9.29,EQ7759,Assembly,226943,270641.63,242298.96,821946,126806,Low
2025-04-01,P003,Widget_C,236077,77643,839,13.3,EQ8154,Logistics,388736,423466.72,388525.56,622783,115418,Medium
2022-09-01,P003,Widget_C,285778,81130,1006,9.45,EQ2717,Logistics,209069,246955.03,222857.63,414659,193730,Medium
2023-08-01,P002,Widget_B,345530,57261,2326,19.18,EQ3692,Logistics,355581,411420.09,377555.37,959739,86582,Medium
2024-08-01,P005,Widget_E,121061,22525,1925,9.83,EQ3580,Quality,261392,278644.84,278174.87,536023,175522,Low
2023-03-01,P004,Widget_D,302635,97728,2831,13.37,EQ6992,Logistics,248204,259069.66,245662.47,411798,127579,High
2023-12-01,P004,Widget_D,412470,44777,4795,8.2,EQ8517,Quality,341249,401485.54,315655.54,427594,80944,Medium
2022-06-01,P005,Widget_E,195543,35904,2460,13.96,EQ7652,Quality,263360,295822.94,258655.46,641897,194744,Medium
2023-02-01,P003,Widget_C,341859,30785,3729,6.78,EQ9842,Logistics,293323,302175.57,308100.06,519165,194463,Medium
2023-01-01,P001,Widget_A,256952,77878,3131,11.55,EQ0941,Assembly,380925,447797.38,418625.11,601896,71043,High
2022-05-01,P004,Widget_D,284898,80886,4714,8.6,EQ5208,Manufacturing,285161,295457.45,263447.13,862893,137297,Medium
2025-01-01,P001,Widget_A,368857,39340,664,16.97,EQ4622,Assembly,268569,311442.78,245816.99,829108,155647,Medium
2022-06-01,P001,Widget_A,248271,31080,4658,18.92,EQ9778,Manufacturing,395990,437044.19,393772.98,846631,67719,Low
2022-08-01,P001,Widget_A,442195,78790,390,18.23,EQ1155,Manufacturing,328193,374598.19,323300.38,856255,168390,Low
2024-08-01,P003,Widget_C,221588,96364,4254,10.03,EQ1655,Quality,213640,248348.85,197448.13,908383,56487,High
2025-03-01,P003,Widget_C,249587,58111,4446,16.98,EQ6580,Quality,279873,294118.05,283238.65,788430,66926,Medium
2023-07-01,P001,Widget_A,377734,45346,1574,13.78,EQ7287,Quality,212943,215144.15,206700.1,814876,93880,Medium
2023-10-01,P002,Widget_B,442415,41639,3338,19.97,EQ4991,Assembly,217366,230324.05,230245.6,724639,108848,Low
2023-06-01,P004,Widget_D,434002,99753,126,7.11,EQ0038,Assembly,339279,367349.33,355115.0,547812,110935,High
2022-08-01,P001,Widget_A,447598,49472,1463,13.23,EQ9748,Manufacturing,224677,230361.16,224666.22,843681,116841,Medium
2023-07-01,P005,Widget_E,456279,27560,2546,8.44,EQ2273,Logistics,271096,295033.98,279972.69,581579,134599,Low
2025-05-01,P002,Widget_B,143443,44331,2793,9.55,EQ2000,Logistics,323304,378627.04,303290.9,702055,60708,Low
2024-09-01,P005,Widget_E,242707,80258,4328,6.23,EQ3524,Logistics,370606,408370.58,335654.34,708170,163027,Low
2023-02-01,P005,Widget_E,228976,21317,4825,6.84,EQ6769,Assembly,384271,432292.9,395675.18,401517,155750,Low
2023-06-01,P003,Widget_C,321031,86463,4448,8.25,EQ7881,Quality,237639,264507.38,260952.31,430705,106509,Low
2023-10-01,P001,Widget_A,217588,35937,2753,8.73,EQ6433,Assembly,223631,244462.35,209929.46,590200,78621,Low
2022-10-01,P002,Widget_B,457159,96667,4350,17.56,EQ5203,Manufacturing,338109,356170.66,327524.2,874475,185419,Medium
2024-03-01,P003,Widget_C,212465,73279,3714,5.1,EQ2539,Manufacturing,316240,362982.14,305356.33,691742,190710,Low
2023-01-01,P005,Widget_E,462994,78532,349,11.19,EQ7114,Logistics,397516,434949.63,388776.43,447537,165256,Low
2024-05-01,P001,Widget_A,342405,30058,1055,19.45,EQ6361,Manufacturing,240695,268823.53,232877.15,402592,93146,Medium
2023-04-01,P005,Widget_E,251861,61778,1828,19.64,EQ5487,Logistics,368311,435330.08,373734.92,859719,113315,Low
2023-01-01,P003,Widget_C,488426,77871,2048,17.69,EQ2970,Logistics,349465,410637.39,331018.4,878214,197111,Low
2023-03-01,P005,Widget_E,326666,86573,3166,19.83,EQ6429,Manufacturing,342931,366648.19,366432.87,720380,93655,Low
2023-01-01,P005,Widget_E,365448,41279,3352,5.92,EQ4239,Assembly,327504,390859.92,348955.61,594158,52752,Low
2024-12-01,P003,Widget_C,168337,52851,2155,5.35,EQ6043,Manufacturing,301610,338153.89,306179.95,602898,161758,Medium
2025-01-01,P001,Widget_A,152710,50261,4639,5.18,EQ5314,Quality,215954,242877.95,223853.55,472155,140811,Low
2023-07-01,P002,Widget_B,103134,55157,1652,9.44,EQ0530,Manufacturing,244165,260001.04,247529.95,966179,196537,Medium
2022-09-01,P005,Widget_E,153179,61702,4207,13.06,EQ0883,Quality,283205,288731.99,275556.56,842070,148048,Low
2023-10-01,P001,Widget_A,194095,48106,3099,7.01,EQ8363,Manufacturing,333346,340873.61,354034.71,476566,129721,Low
2025-03-01,P001,Widget_A,491372,50336,1472,17.39,EQ3478,Quality,203905,241139.01,187985.81,912140,101409,Medium
2025-01-01,P002,Widget_B,449279,80906,621,6.99,EQ4984,Quality,382146,423791.15,356727.52,985574,157200,Medium
2025-03-01,P002,Widget_B,329973,55939,1792,8.6,EQ4703,Logistics,338945,342219.72,320773.96,648317,73778,Low
2024-06-01,P005,Widget_E,380196,91365,912,11.22,EQ1195,Assembly,297741,298134.3,325230.95,887470,188380,Medium
2022-06-01,P005,Widget_E,471902,49985,3813,18.26,EQ0589,Assembly,388416,449742.68,380999.91,642442,91091,Medium
2022-08-01,P003,Widget_C,459685,33532,4006,12.98,EQ8634,Quality,353784,362565.19,375859.36,478811,129857,Medium
2024-06-01,P004,Widget_D,277068,80997,3159,9.09,EQ8914,Quality,212318,232657.71,211805.0,436723,151352,Low
2024-11-01,P005,Widget_E,218545,74518,320,10.59,EQ0323,Assembly,335266,349039.6,328786.0,651826,198540,Low
2025-02-01,P001,Widget_A,220760,56244,1549,14.89,EQ3538,Assembly,238844,258826.0,241734.63,978519,62609,Low
2022-12-01,P004,Widget_D,210083,28578,187,15.92,EQ0745,Quality,276988,289338.11,259057.54,765384,87604,Low
2024-06-01,P003,Widget_C,245135,73039,3055,9.05,EQ0015,Assembly,296580,320576.01,307600.38,427490,184462,Low
2023-07-01,P003,Widget_C,158696,24130,4370,13.22,EQ8527,Manufacturing,338765,353512.8,316182.5,728970,163312,Low
2024-02-01,P002,Widget_B,369685,90635,3624,11.35,EQ0071,Manufacturing,349650,390107.28,365584.37,507725,89675,High
2024-08-01,P002,Widget_B,431991,72385,665,15.01,EQ2299,Logistics,240729,252436.53,226902.15,785597,112579,Medium
2023-09-01,P001,Widget_A,376732,36416,3590,18.11,EQ1554,Logistics,300422,336903.09,314652.82,626295,136321,Medium
2023-07-01,P004,Widget_D,454415,54647,2181,8.93,EQ1873,Manufacturing,371610,416237.47,384978.52,416547,122136,High
2023-01-01,P004,Widget_D,228420,89024,1398,16.19,EQ5307,Logistics,384367,431109.33,417589.25,795158,165537,Medium
2023-03-01,P004,Widget_D,105455,68899,2838,10.08,EQ6782,Quality,241432,279813.3,251735.62,698357,95035,Medium
2022-11-01,P003,Widget_C,114867,94883,3360,7.3,EQ6390,Manufacturing,279053,327626.25,270687.96,879991,117614,Low
2024-08-01,P001,Widget_A,330313,52125,1532,6.84,EQ0189,Quality,243115,266414.37,258459.94,910661,182128,Medium
2023-04-01,P002,Widget_B,167751,97886,2014,16.87,EQ9185,Logistics,244237,290400.42,266171.91,764620,50836,Medium
2023-10-01,P004,Widget_D,408306,44300,3060,16.57,EQ3029,Manufacturing,231092,277300.57,253759.22,520587,71789,Low
2024-03-01,P003,Widget_C,479649,90873,4397,11.05,EQ8905,Assembly,288718,337436.79,307576.16,945057,140695,Medium
2024-10-01,P004,Widget_D,377080,93237,1237,16.24,EQ0283,Quality,295800,302903.76,288488.21,830133,175181,High
2025-03-01,P003,Widget_C,374166,57607,614,18.66,EQ1749,Assembly,322689,339768.88,339867.26,898128,70397,Medium
2025-01-01,P004,Widget_D,267929,94991,2026,16.22,EQ4954,Quality,292969,342536.16,314714.29,502591,146428,Medium
2025-05-01,P004,Widget_D,239900,69347,803,10.14,EQ0389,Assembly,202367,214407.28,208177.27,870955,186072,Low
2022-08-01,P001,Widget_A,194837,51806,179,9.83,EQ9947,Logistics,333510,334478.36,310186.48,736197,54403,Medium
2023-08-01,P003,Widget_C,180665,48945,612,13.13,EQ0990,Manufacturing,312565,336600.72,305564.64,977723,154538,High
2023-01-01,P001,Widget_A,473786,31118,3987,8.41,EQ9635,Quality,398843,460039.93,425343.17,444231,172896,Low
2024-03-01,P003,Widget_C,352888,59356,3987,17.96,EQ1972,Logistics,209575,226069.57,197615.86,431267,103234,Low
2022-10-01,P004,Widget_D,409729,55757,502,18.59,EQ4174,Assembly,207781,233411.53,224260.39,578675,174823,Medium
2024-10-01,P001,Widget_A,365782,80264,4514,15.75,EQ2534,Logistics,370173,411191.05,384933.59,833617,54356,Low
2023-12-01,P001,Widget_A,475743,26161,693,17.69,EQ1502,Assembly,337385,378793.64,317595.28,689050,136561,Low
2022-06-01,P004,Widget_D,302138,36674,1142,5.34,EQ9080,Assembly,356303,381917.95,326894.32,400715,118042,Low
2022-07-01,P001,Widget_A,184862,41948,1846,9.94,EQ8679,Manufacturing,332575,380988.11,364580.35,976422,145236,High
2024-11-01,P003,Widget_C,457137,87182,3485,19.11,EQ7984,Assembly,341753,370222.79,341680.92,753795,90069,Low
2023-10-01,P005,Widget_E,145890,45095,1396,13.93,EQ6028,Assembly,213460,242715.46,195138.31,856848,118907,Medium
2025-01-01,P002,Widget_B,495102,22200,1765,7.98,EQ5998,Assembly,375239,438548.85,362763.31,847896,67516,Medium
2024-06-01,P001,Widget_A,280223,41353,997,17.78,EQ4076,Quality,263762,274100.68,247921.55,979217,141466,Low
2022-10-01,P004,Widget_D,418133,66039,154,13.92,EQ2597,Logistics,318488,363546.03,333114.3,583501,167868,Low
2023-01-01,P002,Widget_B,269734,95298,685,15.94,EQ9539,Manufacturing,211652,237283.9,227210.98,916631,116920,High
2023-05-01,P003,Widget_C,327024,37491,160,17.41,EQ4851,Logistics,245795,263486.42,253825.05,570673,186023,Low
2025-05-01,P002,Widget_B,391170,34262,3876,9.06,EQ5284,Logistics,213546,219577.72,233433.14,532072,151978,Medium
2022-11-01,P003,Widget_C,489035,79926,2980,11.16,EQ0153,Logistics,304300,340465.14,282345.49,499215,161489,Low
2024-11-01,P004,Widget_D,409413,39357,3334,8.97,EQ5010,Logistics,308309,368469.08,312889.69,925204,118119,Low
2024-07-01,P003,Widget_C,485240,50232,366,7.29,EQ9147,Assembly,304749,309273.92,313850.64,837146,171503,Low
2025-04-01,P002,Widget_B,172359,89561,1532,13.28,EQ6178,Manufacturing,258163,278564.6,240600.77,449747,132063,Low
2022-08-01,P004,Widget_D,350641,33894,789,17.72,EQ9529,Quality,260984,307884.02,272143.79,905074,56548,Low
2024-08-01,P003,Widget_C,435523,46801,3607,16.2,EQ9883,Logistics,239442,260609.77,258881.91,519026,143498,Low
2022-12-01,P002,Widget_B,248455,43860,2213,12.06,EQ1626,Quality,360779,414023.02,334649.57,677185,96376,Low
2022-11-01,P001,Widget_A,457146,78488,3094,14.16,EQ9311,Assembly,387467,402497.82,368927.58,554317,141551,High
2023-06-01,P002,Widget_B,152068,83866,1150,6.62,EQ6553,Logistics,398031,451013.64,392364.32,554389,62318,Low
2022-12-01,P001,Widget_A,315480,70850,2738,19.33,EQ5758,Quality,257968,308639.12,248628.78,901087,194361,Low
2024-11-01,P005,Widget_E,259311,68687,4748,16.51,EQ6886,Assembly,226926,258170.73,219197.36,861221,112342,Low
2023-08-01,P003,Widget_C,209291,76381,622,18.81,EQ3476,Manufacturing,396397,470981.91,372437.19,689503,112142,Medium
2022-11-01,P005,Widget_E,334273,53424,4182,7.45,EQ2849,Assembly,243048,277949.75,265329.93,699670,119880,Medium
2025-02-01,P003,Widget_C,182262,96268,2519,11.76,EQ7803,Manufacturing,283251,304208.42,300901.38,571043,154427,Medium
2025-03-01,P003,Widget_C,106464,75617,3213,8.48,EQ1825,Quality,342638,367906.88,348776.71,474283,169716,Medium
2024-02-01,P001,Widget_A,291832,28096,4508,15.92,EQ4562,Manufacturing,378992,450052.18,353679.87,435582,114647,Low
2023-06-01,P005,Widget_E,375995,58944,4681,10.3,EQ5435,Logistics,354746,406546.23,342068.64,418208,155203,Medium
2022-12-01,P003,Widget_C,249868,51162,1467,13.93,EQ1501,Manufacturing,388117,389997.49,356111.29,808667,151227,Medium
2022-10-01,P002,Widget_B,407498,96110,4616,11.09,EQ3247,Quality,316787,345633.29,342971.16,577645,140398,Medium
2022-10-01,P003,Widget_C,119807,41475,1511,15.85,EQ4102,Assembly,282901,323256.33,276846.16,997259,124448,Low
2024-06-01,P001,Widget_A,150385,46247,2634,13.48,EQ4417,Assembly,262217,290512.65,280469.28,453373,153891,Medium
2024-06-01,P002,Widget_B,445986,35038,2376,10.78,EQ7627,Quality,354839,414499.56,321966.73,557477,130225,Low
2024-10-01,P005,Widget_E,488589,52216,4622,18.65,EQ3845,Manufacturing,388575,457493.76,398028.23,891176,164955,Medium
2023-01-01,P001,Widget_A,396581,85053,3348,14.25,EQ7990,Quality,386814,398225.58,372325.7,441878,190264,Low
